author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/306378692/;Москва;sale;flat;10;24;2;43.0;21000000;Готовая кв-ра в Даниловском е2-комн. квартира;43 м²;;;
Sminex;developer;https://www.cian.ru/sale/flat/306154917/;Москва;sale;flat;2;23;2;77.6;86100000;Пресненский;;;Улица 1905 года;Лайф Тайм ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/307826522/;Москва;sale;flat;3;9;2;148.5;189000000;Тверской;1-я Тверская-Ямская ;2;Маяковская;Vesper Tverskaya
Ксения Шахматова;realtor;https://www.cian.ru/sale/flat/307950039/;Москва;sale;flat;6;9;2;40.0;13990000;Южное Тушино;Туристская ;4К4;Сходненская;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/307196512/;Москва;sale;flat;4;20;2;36.0;14260428;Головинский;Михалковская ;48С4;Коптево;Михалковский
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/297469215/;Москва;sale;flat;8;9;2;64.2;77000000;Тверской;1-я Тверская-Ямская ;2;Маяковская;Vesper Tverskaya
BERI;real_estate_agent;https://www.cian.ru/sale/flat/305924959/;Москва;sale;flat;4;5;2;53.9;19790000;Ломоносовский; Строителей;5К4;Университет;
Hutton Development;developer;https://www.cian.ru/sale/flat/305627324/;Москва;sale;flat;4;17;2;88.1;51098000;Гагаринский;Ленинский проспект;38;Ленинский проспект;Lunar
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303137027/;Москва;sale;flat;2;5;2;106.0;155000000;Тверской;Никольская ;10;Площадь Революции;St. Nickolas
BERI;real_estate_agent;https://www.cian.ru/sale/flat/308567062/;Москва;sale;flat;8;12;2;52.1;20540000;Теплый Стан; Академика Бакулева;2;Тропарёво;
FORMA;developer;https://www.cian.ru/sale/flat/306305906/;Москва;sale;flat;5;33;2;64.67;37928955;Пресненский; Пресненский Вал;27С6;Белорусская;Republic
ESSE REAL ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/308363866/;Москва;sale;flat;3;9;2;37.0;13199000;Бабушкинский;Староватутинский проезд;3;Бабушкинская;
Основа;developer;https://www.cian.ru/sale/flat/286250328/;Москва;sale;flat;13;19;2;52.9;47610000;Красносельский;проспект Академика Сахарова;7;Красные ворота;RED7
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/308064930/;Москва;sale;flat;5;24;2;75.0;48000000;Хорошево-Мневники;Шелепихинская набережная;34к3;Шелепиха;Сердце Столицы
BERI;real_estate_agent;https://www.cian.ru/sale/flat/308009678/;Москва;sale;flat;12;17;2;57.8;27927000;Раменки;Мичуринский проспект;21К1;Раменки;
Группа Родина;developer;https://www.cian.ru/sale/flat/305467910/;Москва;sale;flat;2;23;2;61.0;31127000;Ростокино;;к6;Ботанический сад;Союз ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304869833/;Москва;sale;flat;44;44;2;86.3;38000000;Хорошево-Мневники; Шеногина;;Шелепиха;Sydney City
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/308710234/;Москва;sale;flat;8;19;2;64.0;29800000;Богородское;1-я Мясниковская ;2;Белокаменная;Соколиный форт
Capital Group;developer;https://www.cian.ru/sale/flat/307771799/;Москва;sale;flat;11;18;2;45.8;56907301;Дорогомилово;;;Москва-Сити;Бадаевский ЖК
ID 88675389;unknown;https://www.cian.ru/sale/flat/299351553/;Москва;sale;flat;2;6;2;70.0;31600000;Москворечье-Сабурово;переулок 1-й Котляковский;2Ак3;Варшавская;LIFE Варшавская
Вертикаль;real_estate_agent;https://www.cian.ru/sale/flat/308398076/;Москва;sale;flat;8;17;2;54.1;18700000;Донской;Большая Тульская ;54;Тульская;
Донстрой;developer;https://www.cian.ru/sale/flat/304095085/;Москва;sale;flat;7;19;2;55.8;31934340;Хорошево-Мневники;Жилой комплекс остров;4;Мнёвники;Остров
Никита Гаврилов;realtor;https://www.cian.ru/sale/flat/308929771/;Москва;sale;flat;5;17;2;60.0;18550000;Марьино;Новочеркасский бульвар;47;Марьино;
ID 123285542;homeowner;https://www.cian.ru/sale/flat/308570652/;Москва;sale;flat;16;17;2;60.4;18200000;; Корнея Чуковского;3;Рассказовка;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/307327413/;Москва;sale;flat;2;9;2;56.9;12181493;Чертаново Южное;;1.1;Аннино;Варшавские Ворота ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/298547671/;Москва;sale;flat;4;22;2;66.0;34500000;Кунцево; Академика Павлова;28;Молодёжная;Академика Павлова
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300133660/;Москва;sale;flat;3;3;2;107.8;70000000;Покровское-Стрешнево;Ленинградское шоссе;23к1;Балтийская;TWEED PARK
Sminex;developer;https://www.cian.ru/sale/flat/306566186/;Москва;sale;flat;3;14;2;90.0;83890000;Пресненский;Электрический переулок;1кАБ;Белорусская;Элитный квартал Тишинский бульвар
Est-a-Tet Агент;real_estate_agent;https://www.cian.ru/sale/flat/308886354/;Москва;sale;flat;25;28;2;57.9;33200000;Раменки;Винницкая ;8к4;Раменки;Настоящее
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/308501277/;Москва;sale;flat;12;25;2;61.0;23000000;Щукино; Берзарина;30Б;Бульвар Генерала Карбышева;Октябрьское поле
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/306946314/;Москва;sale;flat;2;6;2;44.2;26078000;Хорошево-Мневники; Саляма Адиля;2А;Народное Ополчение;Wellton SPA Residence
Romanov Estate;real_estate_agent;https://www.cian.ru/sale/flat/306079971/;Москва;sale;flat;15;20;2;79.4;29870000;Нагатино-Садовники;Варшавское шоссе;37АК1;Нагатинская;Rotterdam
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/308803035/;Москва;sale;flat;3;8;2;57.7;25499000;Гагаринский;Ленинский проспект;57;Вавиловская;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/308473239/;Москва;sale;flat;2;27;2;49.5;21208325;Щукино;;;Щукинская;Октябрьское Поле ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308239254/;Москва;sale;flat;12;19;2;84.0;59000000;Хорошево-Мневники;Шелепихинская набережная;34к2;Шелепиха;Сердце Столицы
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/308633321/;Москва;sale;flat;7;25;2;62.9;20500000;Покровское-Стрешнево; Большая Набережная;19к3;Тушинская;
MR Group;developer;https://www.cian.ru/sale/flat/306067906/;Москва;sale;flat;2;57;2;40.53;26210751;Филевский парк;;;Фили;Фили Сити ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/306652887/;Москва;sale;flat;9;68;2;92.0;110000000;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
Century21 Феникс;real_estate_agent;https://www.cian.ru/sale/flat/307964194/;Москва;sale;flat;1;5;2;44.3;11700000;Бутырский; Яблочкова;8;Тимирязевская;
Forma;developer;https://www.cian.ru/sale/flat/299852244/;Москва;sale;flat;16;29;2;65.2;25687170;Аэропорт;Часовая ;28к8;Сокол;SOUL
AFI Development;developer;https://www.cian.ru/sale/flat/294550147/;Москва;sale;flat;2;25;2;47.7;26363225;Обручевский; Академика Челомея;1А;Воронцовская;AFI Park 
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/274593959/;Москва;sale;flat;3;5;2;44.3;47900000;Замоскворечье;Озерковская набережная;6;Новокузнецкая;Bogenhouse
Основа;developer;https://www.cian.ru/sale/flat/286347121/;Москва;sale;flat;2;29;2;45.7;14788520;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/305290552/;Москва;sale;flat;8;18;2;84.0;62750000;Тверской; Александра Невского;27;Белорусская;
ДомДау;developer;https://www.cian.ru/sale/flat/304418699/;Москва;sale;flat;14;85;2;71.56;54208108;Пресненский;1-й Красногвардейский проезд;7с2А;;Дом Дау
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/301655618/;Москва;sale;flat;1;11;2;74.13;100000000;Дорогомилово;;3к2;Парк Победы;Виктори Парк Резиденсез ЖК
Мангазея;developer;https://www.cian.ru/sale/flat/304804622/;Москва;sale;flat;10;24;2;56.6;27269880;Левобережный;Ленинградское шоссе;;Беломорская;Мангазея на Речном
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/305383571/;Москва;sale;flat;7;39;2;61.4;35950000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
ФСК;developer;https://www.cian.ru/sale/flat/280300834/;Москва;sale;flat;36;47;2;46.5;23113755;Обручевский; Академика Волгина;2;Калужская;Архитектор
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/307970936/;Москва;sale;flat;3;5;2;44.3;47900000;Замоскворечье;Озерковская набережная;6;Новокузнецкая;Bogenhouse
ФСК;developer;https://www.cian.ru/sale/flat/296396724/;Москва;sale;flat;9;29;2;46.2;24949848;Нагатино-Садовники;Варшавское шоссе;37Ак2;Нагатинская;Rotterdam
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/305915966/;Москва;sale;flat;10;13;2;73.5;75000000;Раменки;Воробьевское шоссе;4;Поклонная;Воробьёв Дом
Группа Аквилон;developer;https://www.cian.ru/sale/flat/296045666/;Москва;sale;flat;21;26;2;57.8;25504923;Хорошевский;;;Зорге;Инди Тауэрс ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/308413458/;Москва;sale;flat;4;13;2;68.9;95000000;Раменки;Воробьевское шоссе;4;Поклонная;Воробьёв Дом
STONE;developer;https://www.cian.ru/sale/flat/305914265/;Москва;sale;flat;2;24;2;49.8;20422980;Сокольники; Гастелло;;Сокольники;Sokolniki
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/300321398/;Москва;sale;flat;7;7;2;83.6;37950000;Беговой;Ленинградский проспект;1;Белорусская;
MR Group;developer;https://www.cian.ru/sale/flat/307962059/;Москва;sale;flat;2;27;2;39.52;13822134;Покровское-Стрешнево;Волоколамское шоссе;95/1к11;Трикотажная;City Bay
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/294511036/;Москва;sale;flat;4;23;2;90.6;45000000;Хорошевский; Гризодубовой;2;ЦСКА;Гранд-парк
ASTERUS;developer;https://www.cian.ru/sale/flat/306518155/;Москва;sale;flat;2;30;2;50.6;19835200;Покровское-Стрешнево;;;Тушинская;ÁLIA
PANDA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/303149151/;Москва;sale;flat;9;10;2;90.0;79990000;Хамовники;Ружейный переулок;3;Смоленская;Смоленская Застава
Stenoy;developer;https://www.cian.ru/sale/flat/300878826/;Москва;sale;flat;4;12;2;50.4;26053070;Преображенское;Электрозаводская ;60;Преображенская площадь;ARTEL
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/297894351/;Москва;sale;flat;6;7;2;95.0;130000000;Хамовники; Льва Толстого;23к1;Парк Культуры;Литератор
AFI Development;developer;https://www.cian.ru/sale/flat/308884311/;Москва;sale;flat;45;53;2;47.3;22411875;Свиблово;проезд Серебрякова;11-13к1;Ботанический сад;Afi Tower
ID 92974573;realtor;https://www.cian.ru/sale/flat/302200222/;Москва;sale;flat;4;5;2;43.6;11300000;Москворечье-Сабурово;Каширское шоссе;54к2А;Москворечье;
Optima Development;developer;https://www.cian.ru/sale/flat/301041605/;Москва;sale;flat;2;41;2;48.0;33762426;Хорошевский;Ленинградский проспект;37/2;Петровский Парк;Прайм Парк
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/308410137/;Москва;sale;flat;14;41;2;48.0;31500000;Раменки;1-й Сетуньский проезд;8;Кутузовская;Hide
PIONEER;developer;https://www.cian.ru/sale/flat/306887044/;Москва;sale;flat;23;25;2;61.02;26124425;Москворечье-Сабурово;;6;Варшавская;Лайф Варшавская ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304965476/;Москва;sale;flat;22;22;2;55.7;39500000;Красносельский;Большая Спасская ;35;Площадь трёх вокзалов;Dialog
Донстрой;developer;https://www.cian.ru/sale/flat/305505523/;Москва;sale;flat;2;9;2;87.9;145035000;Хамовники;531-й кв-л;;Спортивная;Дом 22 ЖК
Северная слобода;real_estate_agent;https://www.cian.ru/sale/flat/303774179/;Москва;sale;flat;2;9;2;67.9;21500000;Северный;бульвар Академика Ландау;3;Физтех;Северный
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/307251049/;Москва;sale;flat;2;11;2;47.0;25295400;;;В14 кв-л;Серебряный Бор;Сберсити ЖК
BERI;real_estate_agent;https://www.cian.ru/sale/flat/308956626/;Москва;sale;flat;12;12;2;38.7;18990000;Пресненский;Шелепихинское шоссе;17К3;Шелепиха;
Аквилон;developer;https://www.cian.ru/sale/flat/304054307/;Москва;sale;flat;2;23;2;49.8;12231129;Отрадное;Сигнальный проезд;12;Владыкино;Akvilon Signal
TOUCH;developer;https://www.cian.ru/sale/flat/305603331/;Москва;sale;flat;4;27;2;65.91;44571000;Крылатское;Крылатская ;23;Молодёжная;Дом Горизонтов
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/307100435/;Москва;sale;flat;1;16;2;54.0;13800000;Ясенево;Соловьиный проезд;4К1;Ясенево;
ID 52259631;realtor;https://www.cian.ru/sale/flat/308377607/;Москва;sale;flat;13;14;2;38.4;14000000;Чертаново Центральное;Чертановская ;43К1;Пражская;
Донстрой;developer;https://www.cian.ru/sale/flat/307731917/;Москва;sale;flat;3;19;2;80.2;94315200;Замоскворечье;Большая Татарская ;35С7-9;Новокузнецкая;Татарская 35
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304817239/;Москва;sale;flat;10;34;2;64.4;51000000;Дорогомилово;Поклонная ;9;Поклонная;Поклонная 9
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/306756745/;Москва;sale;flat;18;27;2;60.0;23000000;Лефортово; Крузенштерна;10к1;Авиамоторная;Символ
MR Group;developer;https://www.cian.ru/sale/flat/308167123/;Москва;sale;flat;3;16;2;59.9;18661845;Покровское-Стрешнево;Вишневая ;7С128;Тушинская;Мультиквартал CITYZEN
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/308472375/;Москва;sale;flat;4;22;2;73.9;38000000;Филевский парк; Василисы Кожиной;13;Парк Победы;Квартал апартаментов Match Point
MONEYARD;real_estate_agent;https://www.cian.ru/sale/flat/307614447/;Москва;sale;flat;11;18;2;47.52;12600000;Крюково;проспект Георгиевский;37к1;Зеленоград — Крюково;Жемчужина Зеленограда
